	review	emotion
2060	Todays goal: Tweet more @ work  Im off to a good start but havent left the house yet. Welcome new followers! I hope your not too bored yet	happiness
2061	i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!	sadness
2062	Mother's Day Wishes from google... Pretty &amp; beautiful flowers on google logo  http://www.google.co.in/	neutral
2063	Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream	happiness
2064	oh the memories  ? http://blip.fm/~5yxd4	happiness
2065	Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!	sadness
2066	so busy already	sadness
2067	Can feel a headache growing.	worry
2068	@AspaPhoto I am the same... well peer trained, peer taught, peer learning	happiness
2069	pmg im very upset no just relasie hugh laurie isnt on  xxx ohh	worry
2070	I am now eating one of those big subway cookies with a glass of warm milk. YUM	happiness
2071	@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter.	sadness
2072	changed my h/p number go online msn messenger to see	neutral
2073	Why do so many ppl on 12 mile have ashy elbows???	neutral
2074	Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?	neutral
2075	is bored at work	sadness
2076	@N3H4 thats maddd ass bullshit dammit i feel baddd boooo powerpoint piece of shitttt	worry
2077	@jdcritte Though it was a cold that would go away, turns out it's a sinus infection that just keeps getting worse and worse by the day.	worry
2078	Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!	love
2079	Oh why does one of my monitors have to act up when I have a deadline?  Oh I'm an unhappy camper.	sadness
2080	In Greenville for one of the last times. @ct06873 will be moving to MD soon. We'll be back Eastern Carolina.	neutral
2081	@juneyee i don't think so.  I WANT DETAILS.	neutral
2082	sold out	neutral
2083	Finally at home. Who decides it's time for more work at 17:10 on the Friday of a long weekend... apparently my client.	neutral
2084	Danny cut his beautiful curls	neutral
2085	Europe bound	neutral
2086	@makikaysantos thanks love ) btw happy mother's day to your mom	love
2087	Finally watched the rest of The Guild Season 2. I always feel so sorry (and hopeful at the same time) for your char, @feliciaday	worry
2088	@atchoum1979 Where you at?   No tweeting today? No gardening either, I bet?	neutral
2089	My teratoma has a cavity and is experiencing male-pattern baldness	neutral
2090	eating my tito's home made ice cream  yum!	happiness
2091	tweeterizing from a mobile	neutral
2092	Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???	worry
2093	@nick_carter Your video is set to private..	worry
2094	@KSdaisy Aw...poor thing.	sadness
2095	I really should rant about my bad day but I wont.  I am grateful for my mother, Gma &amp; other powerful &amp; influential ladies my life!!! ILY	love
2096	Saw a black snake in the garden.  Went back for a picture and it was gone	worry
2097	@kyle_newman i just called and it's sold out.  bummer. next time!	sadness
2098	@tommcfly apparently were not as good as the Brazillians tho'	worry
2099	i called kris he didn't pick up i feel really bad ha ha	sadness
2100	I miss Voobys!	neutral
2101	hungraaaaaaaaay. i'll just eat. don't go away Twitter! @whatchandrasaid LUNCH.	happiness
2102	@jessicasimpson http://twitpic.com/4wb8q -  Gooood	neutral
2103	last day working for Tend	sadness
2104	@fly_meaway I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also	happiness
2105	@ThaEntertainer The Hills- go LC	neutral
2106	@AwesomeKenn lame right?  do u know what dates you'll be in Cali?	neutral
2107	@jtimberlake rocks my world!!!! soooo funny!!!!  &lt;3	love
2108	I am so tired!	worry
2109	Show gratitude when someone does something nice for you... A small &quot;Thanks&quot; goes a long way  ~ @Mike_Wesely   #twitip	happiness
2110	is feeling really sick	worry
2111	finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight	happiness
2112	is wishing all of the mother's out there a very Happy Mother's Day!! Love ya!	love
2113	@gemstwin Granny, Linda will be happy.	happiness
2114	@bubblegumneko What are you doing up so early?	neutral
2115	@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.	happiness
2116	@Antonio_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow	love
2117	@NETTUTS I can't wait that long	worry
2118	so bored...miss everybody already	sadness
2119	Hmmm. http://www.djhero.com/ is down	worry
2120	@enslaved2564 me too	neutral
2121	@UncleRUSH so unfair i wanted to watch it but up came a message saying &quot;this video is not currently available in your country&quot;	sadness
2122	@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it	sadness
2123	@mariqueen Thanks for the warning. Good thing my heart is unbreakable.	worry
2124	Heaps keen for next weekend.     Mummy. &lt;3	sadness
2125	At drs again	sadness
2126	http://twitpic.com/4jffz - Haha.. This is me! In my bedroom.	neutral
2127	Nooo i wanna watch the comet  dont wanna go workk!!!	worry
2128	...and Sykes will lose a few gigs while gaining some better ones. Frankly, the best thing the rightards can do is scream about this.	neutral
2129	Good night lovely people. Sleep well	neutral
2130	@iamdiddy I do!!!!!.... I'm single and it sucks!!	worry
2131	Had interesting WKND. Sleeping Saturday &amp; Productive Sunday!!	neutral
2132	@H60DSTABOY yeeeeemp  same time like yesterday	neutral
2133	ate all my chocolate	sadness
2134	OMG i havent been on twitter all day  going thru withdraws	worry
2135	@bellagm yes that sucks. i miss you	sadness
2136	Never better! I had to follow some local Tweeples! It's only right!  @ThaMissus	love
2137	blahh i'm tired and i gotta go to the airport to pick my mom up! &amp;&amp; im bored but on the upside im listening to the backstreet boys	worry
2138	Going home to get clothes	neutral
2139	On the bus goin 2 work but omg seriously im sooooo tired dont know if i'll survive the 8 hour shift	worry
2140	4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise	neutral
2141	@TuCheInvoco thank you	love
2142	@sethsimonds I am grateful for a great marriage, awesome kids, and a business that rocks! I guess the rest of my family is ok too.	sadness
2143	Archie Proposes Veronica in the Latest Archie's Comic. The Longest known Love Triangle is coming to an End. Poor Betty.	love
2144	@ClothCoutureLLC no problem.  i wasn't really sure what i was doing.  it was some application on the twibe page.	neutral
2145	@neg2led what's wrong?  maybe I can help?	worry
2146	Wookei why did you never accept my psn friend request	sadness
2147	@BlokesLib Sorry blokey, 6 hrs later &amp; i'm still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self	neutral
2148	@yes_i_am_jes YAY! congrats! i'm afraid to check my grades!	worry
2149	@calimiles You live dat glamorous life.	love
2150	@_anniemay OMG No fair	neutral
2151	@shecango9984 I knnnowwww I'm so upset!!! I was going to twitter u but my sis's apt is like a led box nosignal! Where was the cookout??!!	worry
2152	@DavidArchie although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring	love
2153	Spring cleaning episode 2....do I really have to	worry
2154	@tabithalynnne lmao, yep	happiness
2155	@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u	happiness
2156	@Jerrica_Perez That's great! I hope I'll study with my bff too and we'll live together. well..we will see	happiness
2157	@pauljchambers Spending a weekend doing nothing but being domestic ? You said it!	worry
2158	@govinda108 um that's really scary, please be safe!  Btw ill be in orlando next week	worry
2159	@MurrayMelb A pleasure Murray	love
2160	Oh, Happy Mother's Day in those countries where that's what day it is. Mother's Day was March 22nd here	neutral
2161	@Emz2009 so sad emma  u sad to be leaving the show? xx	worry
2162	@auroraawakes That means you need to start.	neutral
2163	Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?	worry
2164	My sisters in laws house, car and tree got hit by lightning last night! Aint that some shit lol its on the news, awww me sorry	worry
2165	Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.	sadness
2166	@sweetp0tatos  thanks chuck	neutral
2167	@grazzini You've been featured on #ykyat  http://ykyat.com/~37nnd	neutral
2168	I miss Vermont	worry
2169	Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won't let it put the dampers on our planned bbq	worry
2170	I hate Windows.  I miss my lovely Ubuntu   I'm such a nerd haha	worry
2171	Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face	sadness
2172	@ELLISNYC hey handsome!  I'm packing	neutral
2173	@natsnapper Thanks   Our little girl just loves animals so all the 'oohs' and 'aahs' were very cute!	happiness
2174	I think both Josiphina and Jacqui have killed there tweetdecks or overspammed like SOMEONE	neutral
2175	@DanfromAston I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!	worry
2176	@jenniferdodd i do show some discretion occasionally	neutral
2177	its all over! no more high school	neutral
2178	@arlastouch nothing yet  still looking....but lets for sure do lunch next week!!	happiness
2179	@cwpicketandco It's pretty warm out now! I forgot K was sick though.	love
2180	@maaaarit I'm on msn now	neutral
2181	@WOAHAmber But I hate being me	sadness
2182	Blue Oyster Cult - I Love The Night *that's when all my friends are around*  ? http://blip.fm/~5jd4b	love
2183	@daveg38 yeah work today  never mind only one day then sun sun sun....	neutral
2184	Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.	neutral
2185	@tenotch awesome, I'm glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer	happiness
2186	can't school just be done already? it hurts too much... seeing him every day	worry
2187	Anton!Chekov has his own youtube?! Where have you been all my life?! Well, at least til I 1st saw ST XI a few wks ago, no recent updates	neutral
2188	Monday blues? Not today, not for me.	happiness
2189	@MusicIsLife377 that's a good attitude	love
2190	@SJSharksfan haha i agree ! i am her test dummy. i just go in and say &quot;do whatever you want&quot; and i always love it.  she is magic!	happiness
2191	@Rove1974 looking forward to the show tonight. Can't wait for ol mate @DHughsey to	happiness
2192	@brgd oh cool you are coming to berlin    ! ! !	happiness
2193	@elisaxx http://twitpic.com/66y00 - Niceee  Hey i never get stickersss	neutral
2194	@MaidMirawyn I was supposed to go tomorrow tooooo, but have to use gas and ticket money to pay for car inspection fee.	sadness
2195	@AndresHenriquez thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn't work	sadness
2196	@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha	sadness
2197	@chelsii56 hey Chelsea!  Is Your Arm hurtig from the vaccines we had todayyy?  loveeya	love
